Company Name, Email, Telephone, Website, Address
Caterpillar Global Mining HMS,mining@cat.com,(+49 231) 9 22-3,http://www.mining.cat.com,Caterpillarstr. 1 44149 Dortmund Deutschland 
Caterpillar Motoren,ju_marketing@cat.com,(+49 431) 39 95-01,http://www.marine.cat.com,Falckensteiner Str. 2 24159 Kiel Deutschland 
CATUNO,info@catuno.de,(+49 7031) 8 63-4 00,http://www.catuno.de,Richard-Wagner-Str. 1 71065 Sindelfingen Deutschland 
CBI Europe,info@cbi-eu.com,(+31 548) 37 49 06,http://www.cbi-eu.com,Fuutweg 6 7442 CL Nijverdal Niederlande 
CE-CON,bremen@ce-con.de,(+49 421) 9 44 06 74-0,https://www.ce-con.de/,Lloydstr. 4-6 28217 Bremen Deutschland 
CEDES,info.eu@cedes.com,(+41 81) 3 07 23 23,http://www.cedes.com,Science Park 7302 Landquart Schweiz 
CEDIMA,info@cedima.com,(+49 5141) 88 54-0,http://www.cedima.eu,Lärchenweg 3 29227 Celle Deutschland 
CEJN-Product,info@cejn.com,(+49 2241) 2 34 19-0,http://www.cejn.com,Junkersring 16 53844 Troisdorf Deutschland 
CemeCon,info@cemecon.de,(+49 2405) 44 70-1 00,http://www.cemecon.de,Adenauerstr. 20 A4 52146 Würselen Deutschland 
Centa Antriebe,centa@centa.de,(+49 2129) 9 12-0,http://www.centa.info,Bergische Str. 7 42781 Haan Deutschland 
CENTER TECH Armaturen,info@centertech.de,(+49 6572) 93 30-0,http://www.centertech.de,Gewerbegebiet Laufeld 2 54533 Laufeld Deutschland 
Centigrade,info@centigrade.de,(+49 681) 9 59-31 10,http://www.centigrade.de,Science Park 2 66123 Saarbrücken Deutschland 
CERA SYSTEM Verschleißschutz,info@cerasystem.de,(+49 36601) 9 19-0,http://www.cerasystem.de,Heinrich-Hertz-Str. 2 - 4 07629 Hermsdorf / Thüringen Deutschland 
CeraCon,epost@ceracon.com,(+49 7934) 99 28-0,http://www.ceracon.com,Talstr. 2 97990 Weikersheim Deutschland 
CERATIZIT Empfingen,info.empfingen@ceratizit.com,(+49 7485) 99802-0,http://www.ceratizit.com,Robert-Bosch-Str. 23 72186 Empfingen Deutschland 
CEROBEAR,jewem@cerobear.de,(+49 2407) 95 56-0,http://www.cerobear.de,Kaiserstr. 100 52134 Herzogenrath Deutschland 
CETECOM,info@cetecom.com,(+49 2054) 95 19-0,http://www.cetecom.com,Im Teelbruch 116 45219 Essen Deutschland 
CETOTEC,info@cetotec.com,(+49 2224) 9 00 00-0,http://www.cetotec.com,Zilzkreuz 23 53604 Bad Honnef Deutschland 
CFT Compact Filter Technic,mail@cft-gmbh.de,(+49 2043) 48 11-0,http://www.cft-gmbh.de,Beisenstr. 39 - 41 45964 Gladbeck Deutschland 
CG Drives & Automation Germany,info.de@cgglobal.com,(+49 3943) 92 05-0,http://www.cgglobal.com,Gießerweg 3 38855 Wernigerode Deutschland 
CGTech Deutschland,info.de@cgtech.com,(+49 221) 9 79 96-0,http://www.vericut.de,Neusser Landstr. 384 50769 Köln Deutschland 
Chemieanlagenbau Chemnitz,info@cac-chem.de,(+49 371) 68 99-0,http://www.cac-chem.de,Augustusburger Str. 34 09111 Chemnitz Deutschland 
Chemnitzer Zahnradfabrik,info@czf-getriebe.de,(+49 371) 8 15 09-0,http://www.czf-getriebe.de,An der Wiesenmühle 21 09224 Chemnitz Deutschland 
CHESTERTON INTERNATIONAL,munich@chesterton.com,(+49 89) 99 65 46-0,http://www.chesterton.com,Am Lenzenfleck 23 85737 Ismaning Deutschland 
CHETRA Dichtungstechnik,chetra@chetra.de,(+49 89) 32 94 64-0,http://www.chetra.de,Marsstr. 1 85551 Kirchheim Deutschland 
CHIRON-WERKE,info@chiron.de,(+49 7461) 9 40-0,http://www.chiron.de,Kreuzstr. 75 78532 Tuttlingen Deutschland 
Chocal Aluminiumverpackungen,info@chocal.de,(+49 7171) 10 09-2 03,http://www.chocal.de,Perlenweg 6 73525 Schwäbisch Gmünd Deutschland 
CHOCOTECH,info@chocotech.de,(+49 3943) 55 06-0,http://www.chocotech.de,Dornbergsweg 32 38855 Wernigerode Deutschland 
Chromasens,info@chromasens.de,(+49 7531) 8 76-0,http://www.chromasens.de,Max-Stromeyer-Str. 116 78467 Konstanz Deutschland 
CIMSOURCE,info@cimsource.com,(+49 241) 8 88 77-0,http://www.cimsource.com,Kasernenstr. 22 52064 Aachen Deutschland 
Citizen Machinery Europe,cme@citizen.de,(+49 711) 39 06-1 00,http://www.citizen.de,Mettinger Str. 11 73728 Esslingen Deutschland 
CIV Präzisionstechnik,info@civ-burg.de,(+49 3921) 48 38-0,http://www.civ-burg.de,Tuchmacherweg 11 39288 Burg Deutschland 
CLAAS,infoclaas@claas.com,(+49 5247) 12-0,http://www.claas.com,Mühlenwinkel 1 33428 Harsewinkel Deutschland 
Claas Saulgau,infoclaas@claas.com,(+49 7581) 2 03-0,http://www.claas.com,Zeppelinstr. 2 88348 Saulgau Deutschland 
CLAAS E-Systems,info@claas.com,(+49 5421) 93 11-86 00,http://www.claas-e-systems.com,Sommerkämpen 11 49201 Dissen a. T.W. Deutschland 
Claas Industrietechnik,cit@claas.com,(+49 5251) 7 05-0,http://www.claas-industrietechnik.com,Halberstädterstr. 15 - 19 33106 Paderborn Deutschland 
Claas Selbstfahrende Erntemaschinen,infoclaas@claas.com,(+49 5247) 12-0,http://www.claas.com,Mühlenwinkel 1 33428 Harsewinkel Deutschland 
Clariant Produkte (Deutschland),info@sud-chemie.com,(+49 8061) 49 03-0,http://www.sud-chemie.com,Waldheimer Str. 15 83052 Bruckmühl Deutschland 
Clark Europe,info-europe@clarkmheu.com,(+49 2065) 4 99 13-0,http://www.clarkmheu.com,Dr. Alfred-Herrhausen-Allee 33 47228 Duisburg Deutschland 
ClassiX Software,info@classix.de,(+49 40) 5 30 54 29-0,http://www.classix.de,Oehleckerring 11 22419 Hamburg Deutschland 
Claudius Peters Projects,projects@claudiuspeters.com,(+49 4161) 7 06-0,http://www.claudiuspeters.com,Schanzenstr. 40 21614 Buxtehude Deutschland 
CLS 4-Text,info@4-text.de,(+49 30) 32 70 39-31,http://www.4-text.de,Spichernstr. 2 10777 Berlin Deutschland 
CNH Industrial Baumaschinen,info@cnhind.com,(+49 30) 33 99-0,http://www.cnhindustrial.com,Benzstr. 1 74076 Heilbronn Deutschland 
CNH Industrial Deutschland,info@cnhind.com,(+49 7131) 1 06-0,http://www.cnh.com,Benzstr. 1 74076 Heilbronn Deutschland 
Coal Control,info@coal-control.de,(+49 2103) 9 51-8 82,http://www.coal-control.com,Reisholzstr. 15 40721 Hilden Deutschland 
COESFELD,mail@coesfeld.com,(+49 231) 91 29 80-0,http://www.coesfeld.com,Tronjestr. 8 44319 Dortmund Deutschland 
C. Otto Gehrckens,info@cog.de,(+49 4101) 50 02-0,http://www.gehrckens.de,Gehrstücken 9 25421 Pinneberg Deutschland 
cognitas.,info@cognitas.de,(+49 89) 6 10 01-1 00,http://www.cognitas.de,Alte Landstr. 6 85521 Ottobrunn Deutschland 
Coherent Munich,info.gilching@coherent.com,(+49 8105) 39 65-0,http://www.coherent.com,Zeppelinstr. 10 82205 Gilching Deutschland 
COI-Consulting,info@coi.de,(+49 9131) 93 99-0,http://www.coi.de,Am Weichselgarten 23 91058 Erlangen Deutschland 
COLANDIS,info@colandis.com,(+49 36424) 76 94-0,http://www.colandis.com,Im Camisch 34 07768 Kahla Deutschland 
Collin Technology,info@collin.de,(+49 8251) 88 97-0,http://www.collin.de,Mühlenstr. 2 86551 Aichach Deutschland 
COLUMBUS McKINNON Engineered Products,info.kissing@cmco.eu,(+49 8233) 21 21-0,http://www.pfaff-silberblau.com,Am Silberpark 2 - 8 86438 Kissing Deutschland 
COLUMBUS McKINNON Industrial Products,info.wuppertal@cmco.eu,(+49 202) 6 93 59-0,http://www.cmco.eu,Yale-Allee 30 42329 Wuppertal Deutschland 
Comer,sales@comerindustries.com,(+49 2853) 9 12 67-0,http://www.comerindustries.com,Im Heetwinkel 19 46514 Schermbeck Deutschland 
Comer Industries,info@comerindustries.com,(+39 0522) 97 41 11,http://www.comerindustries.com,Via Magellano 27 42046 Reggiolo (RE) Italien 
compacer,info@compacer.com,(+49 7034) 99 89 10-0,http://www.compacer.com,Max-Planck-Str. 6-8 71116 Gärtringen Deutschland 
Computer System Ilmenau,info@cs-ilmenau.de,(+49 3677) 64 80-0,http://www.cs-ilmenau.de,Amtsstr. 3 98693 Ilmenau Deutschland 
COMTRI,info@comtri.de,(+49 711) 9 02 78-0,http://www.comtri.de,Leinfelder Str. 60 70771 Leinfelden-Echterdingen Deutschland 
COMUNA-metall,bhkw@comuna-metall.de,(+49 5224) 9 11 97-0,http://www.comuna-metall.de,Südstr. 7 32130 Enger Deutschland 
Concept Laser,info@concept-laser.de,(+49 9571) 16 79-0,http://www.concept-laser.de,An der Zeil 8 96215 Lichtenfels Deutschland 
Configit,info@configit.com,(+49 2173) 1 69 96 48,http://www.configit.com,Raiffeisenstr. 15a 40764 Langenfeld Deutschland 
Consort IT,info@consort-group.com,(+49 911) 14 88 64-22,http://www.consort-it.de,Nordostpark 16 90411 Nürnberg Deutschland 
Construcciones Eléctricas de Guipúzcoa,info@ceginnova.com,(+34 637) 070 693,,Beasain Bidea 22 20216 Ormaiztegi Spanien 
Construction Tools,deq.info@de.atlascopco.com,(+49 201) 6 33-0,http://www.atlascopco.com,Helenenstr. 149 45143 Essen Deutschland 
CONTACT Software,info@contact.de,(+49 421) 2 01 53-0,http://www.contact.de,Wiener Str. 1 - 3 28359 Bremen Deutschland 
Contec,info@contec-filtration.de,(+49 2224) 98 93-0,http://www.contec-filtration.de,Heideweg 24 53604 Bad Honnef Deutschland 
Continental Emitec,info@emitec.com,(+49 2246) 1 09-0,http://www.emitec.com,Hauptstr. 128 53797 Lohmar Deutschland 
Continental Teves,mail_service@conti.de,(+49 69) 76 03-1,http://www.contiteves.de,Guerickestr. 7 60488 Frankfurt am Main Deutschland 
Contrinex Sensor,info@contrinex.de,(+49 711) 22 09 88-0,http://www.contrinex.de,Gutenbergstr. 18 70771 Leinfelden-Echterdingen Deutschland 
COPA-DATA,sales@copadata.de,(+49 89) 66 02 98-90,http://www.copadata.de,Haidgraben 2 85521 Ottobrunn Deutschland 
Coperion,info@coperion.com,(+49 711) 8 97-0,http://www.coperion.com,Theodorstr. 10 70469 Stuttgart Deutschland 
Coperion K-Tron Deutschland,ckd@coperionktron.com,(+49 69) 8 30 08 99-0,http://www.coperionktron.com,Heinrich-Krumm-Str. 6 63073 Offenbach Deutschland 
Corning Laser Technologies,clt-info@corning.com,(+49 89) 8 99 48 28-10 00,http://www.corning.com,Robert-Stirling-Ring 2 82152 Krailling Deutschland 
COSMO CONSULT,katja.damm@cosmoconsult.com,(+49 30) 34 38 15-0,http://www.cosmoconsult.com,Schöneberger Str. 15 10963 Berlin Deutschland 
CP Pumpen AG,info@cp-pumps.com,(+41 62) 7 46 85-85,http://www.cp-pumps.com,Im Brühl 4800 Zofingen Schweiz 
CP Pumpen,info@cp-pumps.com,(+49 621) 1 80 65 69-0,http://www.cp-pumps.com,Friedrichsplatz 1 68165 Mannheim Deutschland 
CPK Automotive,info@cpk-automotive.com,(+49 251) 77 79 69-0,http://www.cpk-automotive.com,Gildenstr. 4c 48157 Münster Deutschland 
Crane Process Flow Technologies,info.germany@cranecpe.com,(+49 211) 59 56-0,http://www.cranecpe.com,Heerdter Lohweg 63 - 71 40549 Düsseldorf Deutschland 
Cremer Thermoprozessanlagen,info@cremer-ofenbau.de,(+49 2421) 6 10 21,http://www.cremer-ofenbau.de,Auf dem Flabig 6 52355 Düren-Konzendorf Deutschland 
CRETEC,mail@cretec.gmbh,(+49 06042) 53395-40,http://www.cretec.gmbh.de,Burgstr. 25 63546 Hammersbach Deutschland 
CROWN Gabelstapler,info@crown.com,(+49 89) 9 30 02-0,http://www.crown.com,Philipp-Hauck-Str. 12 85622 Feldkirchen Deutschland 
CSS,info@css.de,(+49 661) 93 92-0,http://www.css.de,Friedrich-Dietz-Str. 1 36093 Künzell Deutschland 
CTC advanced,mail@ctcadvanced.com,(+49 681) 59 8-0,http://www.ctcadvanced.com,Untertükheimer Str. 6-10 66117 Saarbrücken Deutschland 
CTX Thermal Solutions,info@ctx.eu,(+49 2153) 73 74-0,http://www.ctx.eu,Lötscher Weg 104 41334 Nettetal Deutschland 
CVS engineering,info@cvs-eng.de,(+49 7623) 7 17 41-0,http://www.cvs-eng.de,Grossmattstr. 14 79618 Rheinfelden Deutschland 
Cyrus Schwingtechnik,info@cyrus-germany.com,(+49 2361) 91 92-0,http://www.cyrus-germany.com,Am Stadion 40 45659 Recklinghausen Deutschland 
daenet,info@daenet.de,(+49 69) 24 24 08-0,http://www.daenet.de,Hanauer Landstr. 204 60314 Frankfurt am Main Deutschland 
Daifuku Europe,info@daifuku.de,(+49 2161) 4 96 95-0,http://www.daifuku.co.uk,Lürriper Str. 52 41065 Mönchengladbach Deutschland 
Daimler,dialog@daimler.com,(+49 711) 17-0,http://www.daimler.com,  Stuttgart Deutschland 
DALOG Diagnosesysteme,info@dalog.net,(+49 821) 7 47 77-1 10,http://www.dalog.net,Mühlbachstr. 21 86356 Neusäß Deutschland 
DAMBACH Lagersysteme,info@dambach-lagersysteme.de,(+49 7222) 96 60-0,http://www.dambach-lagersysteme.de,Hardrain 1 76476 Bischweier Deutschland 
Herbert Dammann - Pflanzenschutztechnik,info@dammann-technik.de,(+49 4163) 81 63-0,http://www.dammann-technik.de,Dorfstr. 17 21614 Buxtehude Deutschland 
Danfoss,cs@danfoss.de,(+49 69) 753-3044,http://www.danfoss.de/drives,Carl-Legien-Str. 8 63073 Offenbach Deutschland 
DANFOSS Power Solutions,nmsinfo@danfoss.com,(+49 4321) 8 71-0,http://powersolutions.danfoss.de/,Krokamp 35 24539 Neumünster Deutschland 
Danfoss Bereich Wärmeautomatik,waerme@danfoss.com,(+49 69) 4 78 68-5 00,http://www.waerme.danfoss.com,Carl-Legien-Str. 8 63073 Offenbach Deutschland 
Danieli Germany,info@germany.danieli.com,(+49 203) 9 85 67 00-0,http://www.danieli-germany.com,Schifferstr. 166 47059 Duisburg Deutschland 
DANOBAT-OVERBECK,info@overbeck.de,(+49 2772) 8 01-0,http://www.danobatoverbeck.com,Konrad-Adenauer-Str. 27 35745 Herborn Deutschland 
Dassault Systemes Deutschland,dach.info@3ds.com,(+49 711) 2 73 00-0,http://www.3ds.com,Meitnerstr. 8 70563 Stuttgart Deutschland 
data M SMS,datam@datam.de,(+49 8024) 6 40-0,http://www.datam.de,Am Marschallfeld 17 83626 Valley/Oberlaindern Deutschland 
DATACOPY publishing solutions,info@datacopy.de,(+49 221) 95 94 06-62,http://www.datacopy.de,Lärchenweg 11 50767 Köln Deutschland 
DATRON,info@datron.de,(+49 6151) 14 19-0,http://www.datron.de,In den Gänsäckern 5 64367 Mühltal Deutschland 
datura manufacturing,info@swissdynamics.net,(+41 32) 51 13 429,http://www.swissdynamics.net,Stäplistr. 5 5506 Mägenwil Schweiz 
d - i davit international,info@di-hische.de,(+49 4271) 93 44-0,http://www.di-hische.de,Sandstr. 20 27232 Sulingen Deutschland 
db-matik,info@db-matik.de,(+49 9461) 6 38 81-0,http://www.db-matik.com,Turonstr. 13 93426 Roding Deutschland 
DBK David + Baader,info@dbk-group.com,(+49 7272) 77 04-10,http://www.dbk-group.com,Nordring 26 76761 Rülzheim Deutschland 
DC SWISS,info@dcswiss.ch,(+41 32) 4 91-63 63,http://www.dcswiss.com,Grand Rue 19 2735 Malleray Schweiz 
DCC global,info@dcc-global.com,(+49 511) 33 64 48-0,http://www.dcc-global.com,Plathnerstr. 5a 30175 Hannover Deutschland 
DE-STA-CO Europe,europe@destaco.com,(+49 6171) 7 05-0,http://www.destaco.com,Hiroshimastr. 2 61440 Oberursel Deutschland 
DEBAG,info@debag.com,(+49 3591) 3 60-0,http://www.debag.com,Dresdener Str. 88 02625 Bautzen Deutschland 
DECKEL MAHO Pfronten,info@dmgmori.com,(+49 8363) 89-0,http://www.dmgmoriseiki.com/de,DECKEL MAHO-Str. 1 87459 Pfronten Deutschland 
DECKEL MAHO Seebach,info@dmgmori.com,(+49 36929) 81-0,http://de.dmgmori.com/,Neue Str. 61 99846 Seebach Deutschland 
deconta,info@deconta.com,(+49 2874) 91 56-0,http://www.deconta.eu,Im Geer 20 46419 Isselburg Deutschland 
John Deere,contactsupplymanagement@johndeere.com,(+49 621) 8 29-01,http://www.johndeere.com,John-Deere-Str. 70 68163 Mannheim Deutschland 
John Deere Fabriek Horst,wzreception@johndeere.com,(+31 77) 3 97 91 00,http://www.johndeere.com,Energiestraat 16 5961PT Horst Niederlande 
Deevio,donato@deevio.ai,(+39 388) 4951559,http://www.deevio.ai,Viessmannstr. 1 35108 Allendorf Deutschland 
DEGUMA-SCHÜTZ,deguma@deguma.com,(+49 36967) 7 61-0,http://www.deguma.com,Industriestr. 4 - 8 36419 Geisa Deutschland 
DEHN + SÖHNE,info@dehn.de,(+49 9181) 9 06-0,http://www.dehn.de,Hans-Dehn-Str. 1 92318 Neumarkt Deutschland 
Dekron,info@dekron.tech,(+49 6195) 6 76 77-0,http://www.dekron.tech/de,Siemensstr. 21 65779 Kelkheim Deutschland 
DeLaval,deutschland.info@delaval.com,(+49 40) 3 03 34 42 00,http://www.delaval.de,Wilhelm-Bergner-Str. 5 21509 Glinde Deutschland 
Delimon,kontakt@delimon.de,(+49 211) 77 74-0,http://www.bijurdelimon.com,Arminstr. 15 40227 Düsseldorf Deutschland 
DELPHIN Technology,info@delphin.de,(+49 2204) 9 76 85-0,http://www.delphin.de,Lustheide 81 51427 Bergisch Gladbach Deutschland 
Delta Energy Systems (Germany),sales.ia.dach@deltaww.com,(+49 2921) 9 87-0,http://www.delta-emea.com,Coesterweg 45 59494 Soest Deutschland 
Demag Cranes & Components,tps.info@demagcranes.com,(+49 211) 71 02-0,http://www.demagcranes.de,Forststr. 16 40597 Düsseldorf Deutschland 
Dematic,info@dematic.com,(+49 69) 58 30 25-0,http://www.dematic.com,Martinseestr. 1 63150 Heusenstamm Deutschland 
Dematic Services,info@dematic.com,(+49 69) 58 30 25-0,http://www.dematic.com,Martinseestr. 1 63150 Heusenstamm Deutschland 
Denso Europe,robotics@denso-auto.de,(+31 294) 49 34 93,http://www.denso-europe.com,Hogeweyselaan 165 1382 JL Weesp Niederlande 
DEOS,info@deos-ag.com,(+49 59 71) 9 11 33-0,http://www.deos-ag.com,Birkenallee 76 48432 Rheine Deutschland 
DEPRAG SCHULZ,info@deprag.de,(+49 9621) 3 71-0,http://www.deprag.com,Carl-Schulz-Platz 1 92224 Amberg Deutschland 
Heinrich Derix Betriebsgesellschaft,info@derix.biz,(+49 2158) 91 99-0,http://www.derix.biz,Auf dem Feldchen 7 - 9 47929 Grefrath Deutschland 
DESCH Antriebstechnik,info@desch.com,(+49 2932) 3 00-0,http://www.desch.com,Kleinbahnstr. 21 59759 Arnsberg Deutschland 
DESCO Maschinen- und Anlagenbau,verkauf@desco-maschinen.de,(+49 6103) 90 13-0,http://www.desco-maschinen.de,Pittlerstr. 46 63225 Langen Deutschland 
DESMA Schuhmaschinen,info@desma.de,(+49 4202) 9 90-0,http://www.desma.de,Desmastr. 3-5 28832 Achim Deutschland 
Deutsche Derustit,derustit@t-online.de,(+49 6074) 49 03-0,http://www.derustit.de,Emil-von-Behring-Str. 4 63128 Dietzenbach Deutschland 
DEUTZ,info@deutz.com,(+49 221) 8 22-0,http://www.deutz.com,Ottostr. 1 51149 Köln Deutschland 
DFT,info@deichmann-filter.de,(+49 6622) 5 04-0,http://www.deichmann-filter.de,Heinrich-Hertz-Str. 3 36179 Bebra Deutschland 
DI MATTEO Förderanlagen,info@dimatteo.de,(+49 2521) 93 44-0,http://www.dimatteo.de,Römerstr. 1-16 59269 Beckum Deutschland 
di-soric,info@di-soric.com,(+49 7181) 98 79-0,http://www.di-soric.de,Steinbeisstr. 6 73660 Urbach Deutschland 
DIA Pumpen,info@dia-pumpen.de,(+49 2173) 4 90 36-30 | (+49 2173) 4 90 36-57,http://www.dia-pumpen.de,Hans-Böckler-Str. 9 40764 Langenfeld Deutschland 
DiaDorn,office@diadorn.de,(+49 30) 20 84 83 15,http://www.diadorn.de,Kantstr. 86 10627 Berlin Deutschland 
DIATEST Hermann Költgen,info@diatest.com,(+49 6151) 9 79-0,http://www.diatest.com,Schottener Weg 6 64289 Darmstadt Deutschland 
Dickey-john,info@dickey-john.eu,(+33 1) 41 19 21 80,http://www.dickey-john.eu,165 Boulevard de Valmy 92700 Colombes Cedex Frankreich 
DICKOW PUMPEN,sekretariat@dickow.de,(+49 8638) 6 02-0,http://www.dickow.de,Siemensstr. 22 84478 Waldkraiburg Deutschland 
Helmut Diebold,kontakt@hsk.com,(+49 7477) 8 71-0,http://www.hsk.com,An der Sägmühle 4 72417 Jungingen Deutschland 
Diebold Nixdorf Technology,info@dieboldnixdorf.com,(+49 3677) 8 62-0,http://www.dieboldnixdorf.com,Am Vogelherd 67 98693 Ilmenau Deutschland 
Dieffenbacher,dse@dieffenbacher.de,(+49 7262) 65-0,http://www.dieffenbacher.de,Heilbronner Str. 20 75031 Eppingen Deutschland 
Dieffenbacher System-Automation,dsa@dieffenbacher.de,(+49 7262) 65 50-00,http://www.dieffenbacher-dsa.de,Jakob-Dieffenbacher-Str. 4 75031 Eppingen Deutschland 
Dienes Werke,sales@dienes.de,(+49 2206) 6 05-0,http://www.dienes.de,Kölner Str. 7 51491 Overath Deutschland 
DIENES Apparatebau,info@dienes.net,(+49 6108) 7 07-0,http://www.dienes.net,Philipp-Reis-Str. 16 63165 Mühlheim Deutschland 
DIENST Verpackungstechnik,info@dienst-packsystems.de,(+49 6146) 82 17-0,http://www.dienst-packsystems.de,Neckarstr. 12 - 14 65239 Hochheim Deutschland 
Dipl. Ing. K. Dietzel,info@dietzel-hydraulik.de,(+49 36602) 1 40-0,http://www.dietzel-hydraulik.de,Leedenstr. 10 04626 Beerwalde Deutschland 
DigiPara,info@digipara.com,(+49 2234) 999 448-0,http://www.digipara.com,Augustinusstr. 11 d 50226 Frechen Deutschland 
DILO,info@dilo.de,(+49 6271) 9 40-0,http://www.dilo.de,Im Hohenend 11 69412 Eberbach Deutschland 
Dingeldein & Herbert,info@dingeldein-herbert.de,(+49 6032) 3 20 17,http://www.dingeldein-herbert.de,Salinenstr. 25 61231 Bad Nauheim Deutschland 
DIOSNA Dierks & Söhne,info@diosna.de,(+49 541) 3 31 04-0,http://www.diosna.de,Am Tie 23 49086 Osnabrück Deutschland 
Diosna Dierks & Söhne,info@diosna.com,(+49 5139) 99 95-0,http://www.isernhaeger.de,Lohner Weg 2 30916 Isernhagen Deutschland 
Diversey,info.de@diversey.com,(+49 621) 87 57-0,http://www.diversey.com,Mallaustr. 50 - 56 68219 Mannheim Deutschland 
DKE,info@dke-data.com,(+49 541) 20 28 08 90,http://www.dke-data.com,Albert-Einstein-Str. 1 49076 Osnabrück Deutschland 
DLP Engineers,info@dlp-engineers.de,(+49 511) 98 24 92-10,http://www.dlp-engineers.de,Plathnerstr. 5 30175 Hannover Deutschland 
DMG MORI,info@dmgmoriseiki.com,(+49 5205) 74-0,http://www.dmgmoriseiki.com,Gildemeisterstr. 60 33689 Bielefeld Deutschland 
DMG Vertriebs und Service,info@dmgmori.com,(+49 5205) 74-30 13,http://www.dmgmoriseiki.com/de,Gildemeisterstr. 60 33689 Bielefeld Deutschland 
DMS Technologie,info@dms-tec.de,(+49 6253) 80 60 21-0,http://www.dms-tec.de,Steinbacher Str. 62 64658 Fürth Deutschland 
DMT,info@dmt-group.com,(+49 2 01) 1 72-01,http://www.dmt-group.com,Am Technologiepark 1 45307 Essen Deutschland 
DMT Drehmaschinen,mail@dmt-kern.de,(+49 7621) 93 14-0,http://www.dmt-kern.de,Gewerbestr. 18 79539 Lörrach Deutschland 
DOCERAM,info@doceram.com,(+49 231) 92 50 25-0,http://www.doceram.com,Hesslingsweg 65 - 67 44309 Dortmund Deutschland 
DOCKWEILER,info@dockweiler.com,(+49 38757) 58-0,http://www.dockweiler.com,An der Autobahn 10/20 19306 Neustadt-Glewe Deutschland 
DOCUFY,info@docufy.de,(+49 951) 2 08 59-6,http://www.docufy.de,Kapuzinerstr. 32 96047 Bamberg Deutschland 
Docware,info@docware.de,(+49 9 11) 9 77 59-0,http://www.docware.de,Kaiserstr. 30 90763 Fürth Deutschland 
Waagenbau Dohmen,info@waagenbau-dohmen.de,(+49 2405) 4 71 97-0,http://www.waagenbau-dohmen.de,Am Weiweg 6 52146 Würselen Deutschland 
E. Dold & Söhne,dold-relays@dold.com,(+49 7723) 6 54-0,http://www.dold.com,Bregstr. 18 78120 Furtwangen Deutschland 
DOLI Elektronik,info@doli.de,(+49 89) 2 02 43-0,http://www.doli.de,Adi-Maislinger-Str. 7 81373 München Deutschland 
DOMEL,info@domel.com,(+49 711) 6 40 80 96,http://www.domel.com,Hasenbergsteige 14 70178 Stuttgart Deutschland 
Donaldson Filtration Deutschland,iaf-de@donaldson.com,(+49 2594) 7 81-41,http://www.DonaldsonToritDCE.com,Industriestr. 11 48249 Dülmen Deutschland 
Donaldson Filtration Deutschland,cap-de@donaldson.com,(+49 2129) 5 69-0,http://www.donaldson.com,Büssingstr. 1 42781 Haan Deutschland 
Doosan Industrial Vehicle Europe,deutschland@doosan-iv.eu,(+49 201) 50 76 11 20,http://deutschland.doosan-iv.eu,Rolandstr. 5 45128 Essen Deutschland 
Doosan Lentjes,dl.info@doosan.com,(+49 2102) 1 66-0,http://www.doosanlentjes.com,Daniel-Goldbach-Str. 19 40880 Ratingen Deutschland 
Doppstadt Calbe,info@doppstadt.com,(+49 39291) 55-0,http://www.doppstadt.de,Barbyer Chaussee 3 39240 Calbe (Saale) Deutschland 
Doppstadt Familienholding,info@doppstadt.com,(+49 2052) 8 89-0,http://www.doppstadt.de,Im Steinbrink 4 42555 Velbert Deutschland 
Doppstadt Systemtechnik,info@doppstadt.com,(+49 2052) 8 89-0,,Steinbrink 4 42555 Velbert Deutschland 
Werner Doppstadt Umwelttechnik,info@doppstadt.de,(+49 2052) 8 89-0,http://www.doppstadt.com,Steinbrink 13 42555 Velbert Deutschland 
Aloys F. Dornbracht,mail@dornbracht.de,(+49 2371) 4 33-0,http://www.dornbracht.de,Köbbingser Mühle 6 58640 Iserlohn Deutschland 
Lindauer DORNIER,webmaster@lindauerdornier.com,(+49 8382) 7 03-0,http://www.lindauerdornier.com,Rickenbacher Str. 119 88131 Lindau Deutschland 
Dorst Technologies,sales@dorst.de,(+49 8851) 1 88-0,http://www.dorst.de,Mittenwalder Str. 61 82431 Kochel am See Deutschland 
DPS Software,info@dps-software.de,(+49 711) 79 73 10-0,http://www.dps-software.de,Esslinger Str. 7 70771 Leinfelden-Echterdingen Deutschland 
Drache Umwelttechnik,mail@drache-gmbh.de,(+49 6432) 6 07-0,http://www.drache-gmbh.de,Werner-von-Siemens-Str. 24-26 65582 Diez Deutschland 
Dralle Aufzüge,dralle-aufzuege@dralle-aufzuege.de,(+49 5206) 91 08-0,http://www.dralle-aufzuege.de,Heidsieker Heide 55 33739 Bielefeld Deutschland 
DREHER,info@dreher-aachen.de,(+49 241) 5 15 63-0,http://www.dreher-aachen.de,Zieglerstr. 17 52078 Aachen Deutschland 
DREHMO,drehmo@drehmo.com,(+49 2762) 98 50-0,http://www.drehmo.com,Zum Eichstruck 10 57482 Wenden Deutschland 
DV-B Drehverbindungen Bautzen,sales@dv-b.com,(+49 3591) 2 70 88-80,http://www.dv-b.com,Dresdener Str. 88a 02625 Bautzen Deutschland 
